팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05588132, 2017, 2914011700100020014, 29140117, 덕흥동, 01, 유지, 2-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05590005, 2017, 2914011700100020015, 29140117, 덕흥동, 01, 유지, 2-15답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588133, 2017, 2914011700100020016, 29140117, 덕흥동, 01, 유지, 2-16답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589991, 2017, 2914011700100030001, 29140117, 덕흥동, 01, 유지, 3-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589994, 2017, 2914011700100030003, 29140117, 덕흥동, 01, 유지, 3-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589996, 2017, 2914011700100030004, 29140117, 덕흥동, 01, 유지, 3-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589993, 2017, 2914011700100030005, 29140117, 덕흥동, 01, 유지, 3-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589995, 2017, 2914011700100030006, 29140117, 덕흥동, 01, 유지, 3-6답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588142, 2017, 2914011700100030007, 29140117, 덕흥동, 01, 유지, 3-7답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589992, 2017, 2914011700100030009, 29140117, 덕흥동, 01, 유지, 3-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588141, 2017, 2914011700100030010, 29140117, 덕흥동, 01, 유지, 3-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589985, 2017, 2914011700100030013, 29140117, 덕흥동, 01, 유지, 3-13답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588134, 2017, 2914011700100030014, 29140117, 덕흥동, 01, 유지, 3-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588135, 2017, 2914011700100030015, 29140117, 덕흥동, 01, 유지, 3-15답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588136, 2017, 2914011700100030016, 29140117, 덕흥동, 01, 유지, 3-16답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588137, 2017, 2914011700100030017, 29140117, 덕흥동, 01, 유지, 3-17답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588138, 2017, 2914011700100030018, 29140117, 덕흥동, 01, 유지, 3-18답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588139, 2017, 2914011700100030020, 29140117, 덕흥동, 01, 유지, 3-20답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588140, 2017, 2914011700100030021, 29140117, 덕흥동, 01, 유지, 3-21답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589960, 2017, 2914011700100040001, 29140117, 덕흥동, 01, 유지, 4-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589959, 2017, 2914011700100040003, 29140117, 덕흥동, 01, 유지, 4-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589948, 2017, 2914011700100040009, 29140117, 덕흥동, 01, 유지, 4-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589947, 2017, 2914011700100040010, 29140117, 덕흥동, 01, 유지, 4-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589950, 2017, 2914011700100040012, 29140117, 덕흥동, 01, 유지, 4-12답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589951, 2017, 2914011700100040013, 29140117, 덕흥동, 01, 유지, 4-13답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589954, 2017, 2914011700100040014, 29140117, 덕흥동, 01, 유지, 4-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589949, 2017, 2914011700100040015, 29140117, 덕흥동, 01, 유지, 4-15답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589953, 2017, 2914011700100040017, 29140117, 덕흥동, 01, 유지, 4-17답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589952, 2017, 2914011700100040020, 29140117, 덕흥동, 01, 유지, 4-20답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589955, 2017, 2914011700100040022, 29140117, 덕흥동, 01, 유지, 4-22답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589946, 2017, 2914011700100040024, 29140117, 덕흥동, 01, 유지, 4-24답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589936, 2017, 2914011700100050001, 29140117, 덕흥동, 01, 유지, 5-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589937, 2017, 2914011700100050002, 29140117, 덕흥동, 01, 유지, 5-2답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588051, 2017, 2914011700100050003, 29140117, 덕흥동, 01, 유지, 5-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588049, 2017, 2914011700100050004, 29140117, 덕흥동, 01, 유지, 5-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588048, 2017, 2914011700100050007, 29140117, 덕흥동, 01, 유지, 5-7답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589935, 2017, 2914011700100050009, 29140117, 덕흥동, 01, 유지, 5-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588050, 2017, 2914011700100050010, 29140117, 덕흥동, 01, 유지, 5-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589934, 2017, 2914011700100050011, 29140117, 덕흥동, 01, 유지, 5-11답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589939, 2017, 2914011700100050012, 29140117, 덕흥동, 01, 유지, 5-12답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589932, 2017, 2914011700100050014, 29140117, 덕흥동, 01, 유지, 5-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589931, 2017, 2914011700100050015, 29140117, 덕흥동, 01, 유지, 5-15답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589938, 2017, 2914011700100050016, 29140117, 덕흥동, 01, 유지, 5-16답, 01, 논, 01, 항공영상, 20181130, , , 35616034
